method,original_slope,original_p_value,slope_reduction,final_slope,final_p_value,site_id,feature
None (no significant trend),-0.00012148453978650093,0.5434777799782224,0.0,-0.00012148453978650093,0.5434777799782224,476710-99999,precipitation
Linear Regression,-0.00020857811315829798,0.04274892858208375,0.9999999999999999,-1.6187548656778548e-20,0.9999999999999999,478080-99999,precipitation
None (no significant trend),-4.2833424799001966e-05,0.8763091020452625,0.0,-4.2833424799001966e-05,0.8763091020452625,479300-99999,precipitation
None (no significant trend),-0.00022515227760651742,0.09760308709067206,0.0,-0.00022515227760651742,0.09760308709067206,479810-99999,precipitation
Linear Regression,0.0012324131825199966,1.7973703554784504e-07,1.0,8.093774328389274e-21,1.0,722265-13821,precipitation
Linear Regression,0.0004384721052674698,7.114762273115916e-10,0.9999999999999999,3.2375097313557095e-20,0.9999999999999996,722860-23119,precipitation
Linear Regression,0.0019007233506264593,5.244548668006138e-19,0.9999999999999999,-1.6187548656778546e-19,0.9999999999999992,724050-13743,precipitation
Linear Regression,0.0003640890309461101,0.012092348661172545,0.9999999999999999,5.260953313453027e-20,0.9999999999999998,761600-99999,precipitation
None (no significant trend),-0.0004515433617943526,0.3436510753650719,0.0,-0.0004515433617943526,0.3436510753650719,763420-99999,precipitation
None (no significant trend),0.000897513731396823,0.4334445058056653,0.0,0.000897513731396823,0.4334445058056653,763820-99999,precipitation
None (no significant trend),-2.7920692766273475e-05,0.9638105214239359,0.0,-2.7920692766273475e-05,0.9638105214239359,764990-99999,precipitation
None (no significant trend),-0.0001365937938822125,0.20958351591596286,0.0,-0.0001365937938822125,0.20958351591596286,843900-99999,precipitation
None (no significant trend),7.427781952372935e-05,0.39193533085925547,0.0,7.427781952372935e-05,0.39193533085925547,847520-99999,precipitation
None (no significant trend),-3.843395716278845e-05,0.7767100318590681,0.0,-3.843395716278845e-05,0.7767100318590681,911820-22521,precipitation
Linear Regression,0.0008367402534960284,2.595976753502207e-07,0.9999999999999999,-4.856264597033564e-20,0.9999999999999998,942030-99999,precipitation
Linear Regression,0.0006147736442159546,0.003832267641377857,0.9999999999999999,-9.712529194067128e-20,0.9999999999999996,943740-99999,precipitation
Linear Regression,0.00022434998691302484,0.0006528742581964119,0.9999999999999999,-3.2375097313557095e-20,0.9999999999999996,946370-99999,precipitation
None (no significant trend),0.0001424056082228961,0.05079482638397766,0.0,0.0001424056082228961,0.05079482638397766,946530-99999,precipitation
None (no significant trend),-0.10316470936905052,0.1078488337267189,0.0,-0.10316470936905052,0.1078488337267189,471080-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,471100-99999,snow_depth
None (no significant trend),-9.18021433257997e-05,0.9454362946216845,0.0,-9.18021433257997e-05,0.9454362946216845,471420-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,476710-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,478080-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,479300-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,479810-99999,snow_depth
None (no significant trend),1.3599071337644172e-05,0.9841525039342105,0.0,1.3599071337644172e-05,0.9841525039342105,722265-13821,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,722860-23119,snow_depth
None (no significant trend),0.011157391550602488,0.05489904735097127,0.0,0.011157391550602488,0.05489904735097127,724050-13743,snow_depth
None (no significant trend),-6.196690238390314e-05,0.6368871841270936,0.0,-6.196690238390314e-05,0.6368871841270936,761600-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,763420-99999,snow_depth
None (no significant trend),0.0009681417219508644,0.886229185370039,0.0,0.0009681417219508644,0.886229185370039,763820-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,764990-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,843900-99999,snow_depth
None (no significant trend),0.005719788097494592,0.6830076467201907,0.0,0.005719788097494592,0.6830076467201907,847520-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,911820-22521,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,942030-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,943740-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,946370-99999,snow_depth
None (no significant trend),0.0,1.0,0.0,0.0,1.0,946530-99999,snow_depth
